,Unnamed: 0.1,Unnamed: 0,age,gender,year_in_school,major,monthly_income,financial_aid,tuition,housing,food,transportation,books_supplies,entertainment,personal_care,technology,health_wellness,miscellaneous,preferred_payment_method
351,351,351,23,Female,Junior,Biology,954.8,874.5,4033.92,661.32,224.4,179.52,204.6,92.4,60.72,253.44,117.48,50.16,Mobile Payment App
352,352,352,23,Female,Freshman,Biology,408.32,848.1,4001.18,746.59,340.03,179.52,257.66,120.38,79.2,83.42,198.53,112.99,Credit/Debit Card
353,353,353,25,Female,Sophomore,Computer Science,1254.83,693.0,5684.58,823.28,375.41,210.28,312.44,143.75,73.66,276.8,177.01,38.02,Mobile Payment App
354,354,354,23,Male,Senior,Psychology,536.38,547.2,4946.24,903.87,411.64,90.39,249.38,142.66,58.81,180.77,157.91,174.24,Credit/Debit Card
355,355,355,23,Female,Senior,Economics,1601.56,960.3,7489.05,1055.48,619.76,190.33,338.2,176.18,73.93,185.61,187.19,180.9,Mobile Payment App
356,356,356,20,Female,Freshman,Psychology,646.27,256.3,3783.91,918.63,131.65,159.72,51.3,57.11,29.04,266.2,177.14,30.98,Mobile Payment App
357,357,357,24,Male,Freshman,Engineering,877.82,180.9,3630.24,436.32,102.24,38.88,135.36,76.32,46.08,116.64,28.8,60.48,Cash
358,358,358,23,Male,Junior,Engineering,1046.52,294.3,3104.1,464.4,280.8,163.8,167.4,22.5,39.6,167.4,105.3,147.6,Mobile Payment App
359,359,359,21,Female,Junior,Computer Science,1312.74,914.1,7832.88,1252.68,516.12,106.92,167.64,159.72,84.48,363.0,186.12,209.88,Credit/Debit Card
360,360,360,23,Female,Senior,Computer Science,1544.69,227.7,6384.44,1030.92,230.87,171.34,129.23,158.27,126.32,326.7,94.38,100.19,Mobile Payment App
361,361,361,25,Male,Junior,Computer Science,1194.57,820.8,6457.32,847.8,316.44,92.88,246.24,34.56,49.68,145.8,110.16,77.76,Mobile Payment App
362,362,362,22,Female,Sophomore,Psychology,464.21,972.4,6208.39,997.52,372.44,190.58,240.67,93.65,50.09,62.07,121.97,29.4,Mobile Payment App
363,363,363,24,Female,Freshman,Computer Science,1651.94,969.1,3929.38,483.65,284.06,73.92,93.98,76.03,52.8,192.19,85.54,137.28,Mobile Payment App
364,364,364,21,Male,Sophomore,Psychology,470.93,438.3,3758.24,732.4,110.48,65.93,96.23,46.33,86.43,60.59,93.56,42.77,Credit/Debit Card
365,365,365,21,Female,Freshman,Economics,1368.58,146.3,4264.83,530.82,242.53,210.5,340.91,82.37,60.63,226.51,126.98,154.44,Mobile Payment App
366,366,366,18,Male,Freshman,Economics,1175.04,199.8,5390.42,758.16,153.5,143.21,72.07,56.16,92.66,168.48,165.67,133.85,Mobile Payment App
367,367,367,19,Female,Senior,Biology,1087.06,5.5,7850.96,586.61,500.94,177.14,271.52,106.0,29.04,312.18,248.29,275.88,Cash
368,368,368,18,Female,Senior,Psychology,1110.78,81.4,7769.05,734.71,163.71,183.68,355.38,130.44,83.85,355.38,216.95,39.93,Mobile Payment App
369,369,369,21,Female,Freshman,Computer Science,841.98,690.8,3967.39,784.61,270.34,190.08,220.7,97.15,97.15,240.77,46.46,64.42,Credit/Debit Card
370,370,370,23,Male,Senior,Economics,1106.03,289.8,7548.26,630.63,199.49,187.9,225.23,101.67,122.27,145.43,182.75,178.89,Cash
371,371,371,24,Male,Senior,Psychology,1285.71,883.8,4145.82,886.45,396.4,184.04,325.61,137.21,21.78,111.08,210.18,138.3,Mobile Payment App
372,372,372,22,Male,Freshman,Engineering,630.72,336.6,2507.76,486.0,165.6,48.96,152.64,89.28,51.84,112.32,84.96,130.32,Mobile Payment App
373,373,373,25,Male,Senior,Economics,666.47,683.1,5442.72,1005.15,189.19,113.26,185.33,70.79,122.27,146.72,182.75,72.07,Mobile Payment App
374,374,374,25,Female,Sophomore,Economics,1439.86,677.6,7550.83,936.94,486.49,83.66,204.63,118.4,101.67,371.94,45.05,96.53,Mobile Payment App
375,375,375,25,Female,Freshman,Computer Science,1466.61,457.6,6150.14,627.26,326.3,127.78,114.05,61.25,96.1,247.1,109.82,126.72,Mobile Payment App
376,376,376,21,Female,Freshman,Biology,1012.35,400.4,5420.45,651.55,413.95,134.11,262.94,39.07,29.57,162.62,179.52,183.74,Mobile Payment App
377,377,377,18,Female,Senior,Psychology,764.48,584.1,6523.23,661.51,315.45,199.65,396.64,61.23,82.52,299.48,163.71,173.03,Credit/Debit Card
378,378,378,20,Male,Senior,Biology,1134.94,687.6,5942.38,699.73,471.64,60.59,342.14,160.38,118.8,84.35,57.02,133.06,Credit/Debit Card
379,379,379,25,Female,Freshman,Psychology,1143.65,596.2,4530.24,802.47,200.38,118.1,251.68,105.51,35.82,122.94,41.62,66.79,Mobile Payment App
380,380,380,22,Female,Junior,Psychology,530.64,532.4,7021.63,499.73,394.46,125.84,104.06,119.79,83.49,238.37,202.07,189.97,Mobile Payment App
381,381,381,18,Female,Freshman,Engineering,1330.56,74.8,3176.8,560.56,260.48,75.68,76.56,44.0,47.52,202.4,161.04,120.56,Credit/Debit Card
382,382,382,18,Male,Freshman,Biology,403.78,306.0,2795.04,837.22,291.17,56.16,131.33,97.63,85.54,146.02,139.1,137.38,Cash
383,383,383,18,Female,Freshman,Engineering,1382.3,158.4,3008.72,640.64,150.48,102.08,133.76,94.16,74.8,109.12,66.88,68.64,Mobile Payment App
384,384,384,18,Male,Sophomore,Economics,818.42,441.9,4824.85,498.07,212.71,164.27,293.79,126.36,85.29,284.31,70.55,82.13,Credit/Debit Card
385,385,385,24,Male,Freshman,Computer Science,577.51,776.7,3278.88,723.17,199.58,131.33,221.18,35.42,63.94,190.94,112.32,91.58,Credit/Debit Card
386,386,386,21,Male,Junior,Engineering,1224.72,441.0,5277.6,642.6,333.0,86.4,179.1,102.6,73.8,60.3,171.0,21.6,Cash
387,387,387,23,Male,Sophomore,Psychology,723.17,217.8,3751.11,441.05,166.62,101.57,51.68,117.61,85.54,137.21,119.39,159.49,Mobile Payment App
388,388,388,18,Female,Freshman,Economics,1486.85,629.2,4886.02,545.69,366.08,89.23,171.6,171.6,92.66,186.47,52.62,27.46,Mobile Payment App
389,389,389,21,Female,Senior,Biology,1324.22,1034.0,4695.77,588.06,484.97,85.67,165.53,33.4,97.28,196.02,275.88,31.94,Mobile Payment App
390,390,390,22,Male,Senior,Economics,850.61,141.3,5220.07,1015.44,460.75,239.38,277.99,100.39,95.24,225.23,217.5,140.28,Mobile Payment App
391,391,391,22,Female,Freshman,Psychology,969.41,639.1,5139.11,906.05,255.55,53.24,181.98,121.97,45.5,187.79,76.47,25.17,Credit/Debit Card
392,392,392,19,Male,Senior,Biology,1068.41,709.2,5076.32,500.15,125.93,190.08,174.64,46.33,105.73,279.18,216.22,51.08,Mobile Payment App
393,393,393,24,Female,Sophomore,Engineering,952.78,607.2,3114.54,716.76,210.87,94.05,133.65,101.97,69.3,264.33,53.46,121.77,Cash
394,394,394,18,Female,Senior,Psychology,1059.6,349.8,4791.6,1215.2,499.13,243.57,236.92,162.38,125.11,171.7,87.85,196.99,Cash
395,395,395,19,Female,Senior,Engineering,1068.67,726.0,7193.45,578.38,413.82,90.75,337.59,52.03,59.29,129.47,113.74,68.97,Mobile Payment App
396,396,396,22,Male,Senior,Engineering,678.35,448.2,3858.03,641.52,179.19,55.44,272.25,85.14,56.43,284.13,78.21,108.9,Mobile Payment App
397,397,397,25,Female,Sophomore,Engineering,989.6,61.6,3101.67,608.85,145.53,89.1,198.99,80.19,29.7,146.52,41.58,119.79,Cash
398,398,398,22,Female,Freshman,Computer Science,815.67,420.2,4346.5,625.15,347.42,126.72,284.06,48.58,55.97,242.88,60.19,161.57,Credit/Debit Card
399,399,399,20,Male,Junior,Economics,1369.44,427.5,6903.0,773.37,308.88,183.69,301.86,60.84,44.46,195.39,203.58,51.48,Cash
400,400,400,19,Female,Freshman,Biology,576.58,676.5,5359.2,906.05,161.57,211.2,121.44,80.26,95.04,146.78,162.62,46.46,Mobile Payment App
401,401,401,18,Male,Senior,Economics,1506.38,291.6,4875.16,621.62,436.29,204.63,154.44,70.79,28.31,272.84,222.65,100.39,Credit/Debit Card
402,402,402,18,Female,Senior,Engineering,2157.67,775.5,4892.03,799.81,215.38,77.44,333.96,96.8,83.49,174.24,139.15,31.46,Mobile Payment App
403,403,403,24,Male,Freshman,Computer Science,940.68,482.4,3407.62,593.57,226.37,127.87,172.8,119.23,45.79,126.14,167.62,69.12,Cash
404,404,404,25,Female,Senior,Economics,1749.66,920.7,4741.02,932.79,287.86,223.37,176.18,121.12,92.81,328.76,228.09,122.69,Credit/Debit Card
405,405,405,24,Male,Senior,Engineering,1610.93,772.2,5085.63,739.53,107.91,168.3,151.47,45.54,39.6,129.69,84.15,118.8,Mobile Payment App
406,406,406,22,Male,Senior,Engineering,970.6,499.5,5696.46,708.84,378.18,133.65,140.58,20.79,28.71,186.12,181.17,40.59,Mobile Payment App
407,407,407,22,Male,Sophomore,Biology,457.49,67.5,3965.76,849.53,135.11,177.88,90.4,39.85,45.68,132.19,159.41,105.95,Mobile Payment App
408,408,408,18,Male,Junior,Economics,1190.16,441.0,6848.01,782.73,269.1,142.74,138.06,47.97,86.58,322.92,80.73,163.8,Mobile Payment App
409,409,409,22,Male,Sophomore,Engineering,1243.19,808.2,3223.8,381.51,214.65,119.88,62.37,55.08,29.97,106.92,155.52,127.17,Credit/Debit Card
410,410,410,18,Male,Sophomore,Economics,1416.2,898.2,4456.3,1007.72,394.88,146.37,175.85,148.47,32.64,206.39,36.86,57.92,Credit/Debit Card
411,411,411,21,Female,Freshman,Psychology,1034.35,40.7,4784.82,550.79,315.57,96.8,268.14,88.09,82.28,238.13,46.46,76.47,Mobile Payment App
412,412,412,25,Male,Sophomore,Engineering,1272.35,389.7,3696.03,400.95,250.29,123.12,234.9,68.04,80.19,207.36,29.97,75.33,Credit/Debit Card
413,413,413,19,Male,Freshman,Biology,853.63,634.5,4296.67,374.11,254.02,124.42,201.31,128.74,50.98,144.29,112.32,82.94,Credit/Debit Card
414,414,414,23,Male,Sophomore,Economics,1426.9,299.7,5101.79,592.84,112.67,77.92,135.84,125.31,25.27,129.52,103.19,182.17,Mobile Payment App
415,415,415,25,Female,Sophomore,Economics,1032.37,112.2,4576.57,700.13,498.07,207.21,203.35,61.78,102.96,209.78,119.69,166.02,Credit/Debit Card
416,416,416,18,Male,Junior,Economics,956.88,825.3,6374.16,945.36,181.35,197.73,175.5,28.08,70.2,150.93,148.59,228.15,Mobile Payment App
417,417,417,19,Female,Freshman,Economics,1523.81,914.1,4906.62,584.58,217.36,173.89,123.55,100.67,69.78,203.63,167.02,117.83,Mobile Payment App
418,418,418,23,Male,Freshman,Biology,441.22,85.5,4131.65,760.32,219.46,150.34,205.63,43.2,41.47,136.51,135.65,83.81,Cash
419,419,419,22,Female,Senior,Biology,1358.1,34.1,6671.94,1104.97,480.61,259.91,82.76,140.84,97.28,396.4,259.91,81.31,Cash
420,420,420,24,Female,Freshman,Engineering,1448.83,883.3,3590.4,380.16,339.68,161.92,44.0,57.2,73.04,218.24,78.32,53.68,Credit/Debit Card
421,421,421,23,Female,Freshman,Biology,1005.31,656.7,5802.72,861.7,350.59,134.11,286.18,105.6,23.23,98.21,172.13,63.36,Mobile Payment App
422,422,422,19,Male,Junior,Biology,938.16,54.0,4876.2,551.88,417.96,193.32,263.52,73.44,108.0,281.88,37.8,166.32,Cash
423,423,423,20,Male,Sophomore,Economics,555.98,740.7,6190.59,461.21,379.08,75.82,124.25,84.24,47.38,279.05,50.54,31.59,Credit/Debit Card
424,424,424,23,Female,Junior,Economics,736.56,213.4,6646.64,1236.95,261.69,85.8,161.59,183.04,54.34,378.95,60.06,238.81,Credit/Debit Card
425,425,425,23,Female,Junior,Engineering,1384.68,523.6,6569.2,729.3,127.6,178.2,57.2,121.0,23.1,222.2,94.6,69.3,Mobile Payment App
426,426,426,18,Female,Freshman,Computer Science,1055.91,118.8,3843.84,431.9,405.5,123.55,262.94,80.26,71.81,160.51,90.82,135.17,Credit/Debit Card
427,427,427,18,Female,Freshman,Engineering,655.78,38.5,5085.52,491.04,221.76,95.92,254.32,72.16,44.88,86.24,46.64,88.0,Cash
428,428,428,21,Female,Junior,Economics,871.2,382.8,8135.27,1045.33,175.89,125.84,127.27,95.81,91.52,265.98,55.77,37.18,Mobile Payment App
429,429,429,21,Male,Freshman,Biology,304.13,82.8,3337.63,776.74,109.73,158.98,86.4,18.14,47.52,168.48,108.0,115.78,Mobile Payment App
430,430,430,23,Female,Freshman,Psychology,506.88,679.8,3599.99,496.58,188.76,139.39,266.2,31.94,60.98,145.2,185.86,87.12,Mobile Payment App
431,431,431,18,Female,Senior,Computer Science,2244.67,630.3,6253.76,1157.24,325.25,233.77,197.47,126.32,85.67,230.87,126.32,29.04,Mobile Payment App
432,432,432,18,Male,Sophomore,Computer Science,554.93,364.5,4448.84,517.1,129.28,130.25,283.82,60.26,48.6,159.41,32.08,123.44,Mobile Payment App
433,433,433,25,Female,Freshman,Psychology,1025.64,865.7,4444.09,739.55,346.54,137.46,183.92,117.13,74.54,236.19,72.6,109.38,Mobile Payment App
434,434,434,23,Female,Sophomore,Economics,1448.17,540.1,6626.76,709.14,216.22,162.16,236.81,52.77,86.23,261.26,106.82,45.05,Cash
435,435,435,24,Female,Senior,Engineering,1392.47,765.6,3872.0,717.53,384.78,227.48,185.13,181.5,107.69,344.85,65.34,123.42,Cash
436,436,436,18,Female,Sophomore,Biology,1174.54,1094.5,4478.76,675.97,389.66,188.89,122.36,149.69,109.3,337.39,229.28,23.76,Credit/Debit Card
437,437,437,19,Male,Sophomore,Psychology,470.93,887.4,5078.7,763.59,275.32,68.61,78.41,58.81,87.32,155.03,112.27,136.32,Mobile Payment App
438,438,438,23,Male,Senior,Biology,647.86,317.7,6146.71,786.46,263.74,190.08,230.47,33.26,116.42,229.28,210.28,197.21,Credit/Debit Card
439,439,439,18,Male,Senior,Engineering,1506.38,538.2,3364.02,478.17,300.96,117.81,166.32,33.66,94.05,258.39,105.93,170.28,Credit/Debit Card
440,440,440,22,Female,Freshman,Biology,396.35,379.5,4976.93,1006.37,262.94,191.14,135.17,57.02,57.02,288.29,42.24,128.83,Mobile Payment App
441,441,441,21,Male,Freshman,Psychology,811.94,417.6,4036.03,319.97,220.18,140.98,186.12,45.94,54.65,70.49,127.51,79.99,Credit/Debit Card
442,442,442,18,Male,Sophomore,Engineering,768.85,665.1,4536.81,508.68,217.89,93.96,82.62,44.55,46.98,144.99,53.46,110.16,Cash
443,443,443,22,Male,Sophomore,Psychology,617.46,867.6,3006.23,890.11,334.13,147.02,153.25,39.2,45.44,160.38,26.73,111.38,Mobile Payment App
444,444,444,24,Male,Junior,Economics,721.44,32.4,6975.54,742.95,327.6,194.22,205.92,131.04,97.11,223.47,134.55,47.97,Mobile Payment App
445,445,445,24,Male,Freshman,Computer Science,956.59,794.7,2742.34,718.85,104.54,118.37,122.69,46.66,56.16,80.35,40.61,146.88,Cash
446,446,446,20,Male,Senior,Economics,861.3,633.6,4093.95,566.28,467.18,109.4,281.85,30.89,93.95,243.24,244.53,42.47,Cash
447,447,447,24,Female,Junior,Biology,645.04,158.4,4693.92,563.64,282.48,93.72,279.84,179.52,96.36,390.72,207.24,207.24,Credit/Debit Card
448,448,448,18,Female,Freshman,Engineering,722.3,819.5,4020.72,777.92,283.36,123.2,233.2,17.6,87.12,176.88,116.16,144.32,Mobile Payment App
449,449,449,20,Male,Senior,Psychology,538.16,444.6,3622.01,677.36,235.22,153.55,58.81,98.01,106.72,291.85,60.98,149.19,Mobile Payment App
450,450,450,23,Male,Sophomore,Engineering,1308.31,74.7,4557.06,647.19,97.2,101.25,236.52,113.4,38.07,50.22,28.35,59.94,Mobile Payment App
451,451,451,23,Female,Junior,Biology,1288.32,825.0,5157.24,650.76,480.48,80.52,224.4,122.76,30.36,116.16,149.16,252.12,Credit/Debit Card
452,452,452,18,Male,Sophomore,Psychology,917.08,299.7,4623.4,478.47,329.67,173.75,173.75,74.84,50.79,112.27,111.38,63.26,Mobile Payment App
453,453,453,22,Male,Freshman,Economics,799.2,428.4,3514.68,672.05,212.47,74.88,161.93,65.52,82.37,173.16,32.76,40.25,Cash
454,454,454,18,Male,Sophomore,Computer Science,976.13,792.0,5554.98,727.06,210.92,141.91,220.64,94.28,44.71,213.84,157.46,36.94,Mobile Payment App
455,455,455,20,Female,Freshman,Engineering,1298.88,1063.7,3329.92,378.4,190.08,48.4,217.36,65.12,79.2,150.48,45.76,142.56,Mobile Payment App
456,456,456,23,Male,Freshman,Psychology,931.18,699.3,4373.42,674.78,297.0,78.41,43.56,118.8,16.63,154.44,41.98,53.86,Credit/Debit Card
457,457,457,21,Female,Sophomore,Computer Science,1272.84,173.8,4648.64,1091.77,447.88,188.89,180.58,136.62,47.52,355.21,68.9,209.09,Credit/Debit Card
458,458,458,19,Male,Senior,Biology,720.72,651.6,6990.19,501.34,433.62,194.83,349.27,173.45,40.39,306.5,180.58,28.51,Mobile Payment App
459,459,459,18,Male,Freshman,Computer Science,1238.33,396.9,2914.27,605.66,318.82,51.84,203.04,38.02,67.39,238.46,32.83,120.1,Mobile Payment App
460,460,460,20,Female,Sophomore,Engineering,793.58,36.3,4026.33,448.47,240.57,83.16,280.17,130.68,71.28,291.06,49.5,98.01,Mobile Payment App
461,461,461,25,Female,Senior,Biology,971.87,511.5,8225.58,1212.42,182.95,259.91,431.24,33.4,75.5,345.58,114.71,151.01,Credit/Debit Card
462,462,462,21,Female,Junior,Economics,1867.8,617.1,4408.69,1382.81,496.21,163.02,250.25,143.0,42.9,237.38,231.66,171.6,Credit/Debit Card
463,463,463,18,Male,Freshman,Engineering,819.07,665.1,2735.28,584.64,247.68,79.92,147.6,100.08,67.68,179.28,77.04,30.96,Credit/Debit Card
464,464,464,21,Female,Junior,Biology,888.8,272.8,4152.72,1283.04,469.92,224.4,79.2,88.44,71.28,101.64,163.68,132.0,Mobile Payment App
465,465,465,19,Female,Sophomore,Biology,691.42,603.9,4617.76,502.52,131.87,142.56,197.21,137.81,80.78,302.94,162.76,35.64,Credit/Debit Card
466,466,466,19,Female,Sophomore,Computer Science,1185.33,162.8,4838.72,804.28,251.86,92.66,205.52,61.78,39.2,167.51,191.27,81.97,Cash
467,467,467,19,Female,Freshman,Engineering,1540.7,313.5,3969.68,544.72,263.12,127.6,259.6,84.48,62.48,83.6,30.8,149.6,Mobile Payment App
468,468,468,25,Male,Freshman,Biology,387.07,191.7,3438.72,362.88,312.77,55.3,250.56,113.18,45.79,173.66,88.13,71.71,Credit/Debit Card
469,469,469,23,Male,Senior,Engineering,1735.67,269.1,4291.65,495.0,118.8,64.35,110.88,82.17,40.59,82.17,53.46,105.93,Mobile Payment App
470,470,470,24,Male,Senior,Psychology,1329.37,579.6,4895.06,509.65,254.83,82.76,223.25,63.16,87.12,173.15,170.97,71.87,Credit/Debit Card
471,471,471,19,Male,Senior,Computer Science,806.95,895.5,6965.24,1113.16,223.34,210.28,184.14,162.76,115.24,139.0,204.34,213.84,Mobile Payment App
472,472,472,23,Male,Freshman,Computer Science,899.5,78.3,5027.62,674.78,339.55,48.38,133.92,55.3,74.3,126.14,54.43,41.47,Mobile Payment App
473,473,473,22,Male,Senior,Engineering,1133.35,120.6,3420.45,657.36,328.68,181.17,224.73,35.64,68.31,178.2,44.55,67.32,Credit/Debit Card
474,474,474,20,Male,Junior,Biology,1069.92,862.2,6310.44,817.56,128.52,145.8,77.76,123.12,50.76,88.56,100.44,146.88,Mobile Payment App
475,475,475,24,Female,Freshman,Psychology,1054.15,749.1,5728.62,918.63,324.28,121.0,249.74,90.99,90.99,165.53,32.91,122.94,Mobile Payment App
476,476,476,21,Female,Senior,Computer Science,866.72,541.2,4729.16,1350.36,486.42,85.67,88.57,59.53,87.12,85.67,211.99,219.25,Cash
477,477,477,18,Female,Senior,Biology,1308.74,522.5,8520.34,1042.54,383.33,284.59,219.25,165.53,37.75,354.29,94.38,82.76,Credit/Debit Card
478,478,478,22,Female,Senior,Engineering,2086.52,224.4,4622.2,601.37,385.99,194.81,262.57,27.83,98.01,81.07,151.25,180.29,Mobile Payment App
479,479,479,25,Male,Sophomore,Biology,742.61,453.6,4825.98,687.2,286.74,123.44,110.81,94.28,29.16,137.05,61.24,23.33,Mobile Payment App
480,480,480,21,Male,Freshman,Biology,772.42,809.1,2706.91,734.4,314.5,158.11,226.37,111.46,22.46,162.43,81.22,112.32,Credit/Debit Card
481,481,481,25,Female,Sophomore,Biology,1054.15,249.7,6509.05,891.0,184.14,218.59,104.54,103.36,85.54,103.36,186.52,62.96,Mobile Payment App
482,482,482,25,Male,Freshman,Computer Science,1118.52,760.5,3369.6,539.14,222.91,158.11,153.79,105.41,78.62,234.14,45.79,81.22,Mobile Payment App
483,483,483,24,Male,Sophomore,Psychology,909.06,242.1,5071.57,568.46,140.78,174.64,169.29,81.97,78.41,155.03,89.1,60.59,Mobile Payment App
484,484,484,25,Female,Senior,Biology,641.78,877.8,7866.94,609.84,564.83,140.84,409.46,209.09,121.97,216.35,178.6,242.48,Mobile Payment App
485,485,485,23,Female,Senior,Engineering,1250.17,853.6,5114.67,1118.04,173.03,229.9,251.68,137.94,99.22,143.99,208.12,85.91,Credit/Debit Card
486,486,486,23,Male,Senior,Economics,674.78,306.0,3893.18,797.94,386.1,118.4,299.87,96.53,66.92,380.95,245.82,140.28,Credit/Debit Card
487,487,487,20,Female,Senior,Psychology,873.38,279.4,6157.21,756.01,238.25,85.18,352.72,165.04,67.88,155.73,210.3,163.71,Credit/Debit Card
488,488,488,24,Male,Freshman,Economics,709.34,372.6,5483.09,672.98,162.86,124.49,48.67,71.14,60.84,132.91,61.78,36.5,Mobile Payment App
489,489,489,19,Female,Freshman,Computer Science,1154.3,847.0,4597.82,539.62,316.8,199.58,164.74,158.4,57.02,285.12,154.18,48.58,Credit/Debit Card
490,490,490,19,Female,Junior,Computer Science,752.18,696.3,4082.76,1240.8,283.8,143.88,71.28,40.92,105.6,254.76,253.44,55.44,Mobile Payment App
491,491,491,22,Female,Junior,Computer Science,717.86,830.5,4906.44,624.36,201.96,71.28,69.96,121.44,66.0,382.8,190.08,92.4,Mobile Payment App
492,492,492,19,Male,Freshman,Biology,495.36,495.0,4927.39,434.59,175.39,147.74,101.09,25.06,26.78,75.17,70.85,169.34,Mobile Payment App
493,493,493,18,Male,Junior,Economics,1533.6,518.4,6014.97,976.95,196.56,119.34,324.09,66.69,54.99,304.2,100.62,229.32,Cash
494,494,494,21,Female,Senior,Computer Science,849.42,1024.1,6653.06,945.25,320.89,196.02,145.2,30.49,56.63,108.9,104.54,265.72,Mobile Payment App
495,495,495,25,Female,Freshman,Psychology,583.7,1094.5,4098.51,544.02,278.78,60.02,283.62,99.7,86.15,272.01,30.01,156.82,Mobile Payment App
496,496,496,22,Male,Freshman,Psychology,325.94,51.3,2485.3,667.66,218.59,140.18,138.6,29.3,20.59,204.34,83.16,130.68,Mobile Payment App
497,497,497,22,Female,Freshman,Computer Science,769.91,1069.2,5656.99,874.37,294.62,100.32,314.69,102.43,22.18,162.62,35.9,171.07,Mobile Payment App
498,498,498,25,Female,Freshman,Psychology,539.35,126.5,5183.64,820.86,202.31,114.22,49.37,108.42,80.34,232.32,181.98,166.5,Mobile Payment App
499,499,499,22,Male,Freshman,Computer Science,1269.22,689.4,4654.37,517.54,299.81,172.8,205.63,66.53,56.16,164.16,62.21,169.34,Mobile Payment App
500,500,500,25,Female,Sophomore,Computer Science,1366.79,429.0,4032.07,1123.85,354.02,139.0,226.91,137.81,42.77,121.18,86.72,188.89,Credit/Debit Card
501,501,501,18,Male,Sophomore,Economics,1359.83,587.7,3593.89,740.26,165.32,191.65,70.55,43.17,85.29,113.72,162.16,29.48,Cash
502,502,502,19,Female,Junior,Engineering,1850.64,775.5,3594.8,786.5,335.5,147.4,95.7,110.0,110.0,250.8,113.3,158.4,Cash
503,503,503,24,Female,Sophomore,Engineering,1406.59,286.0,5553.9,485.1,372.24,166.32,181.17,100.98,72.27,181.17,84.15,121.77,Cash
504,504,504,21,Male,Senior,Economics,882.68,315.9,4806.95,960.1,392.54,65.64,258.69,70.79,95.24,365.51,150.58,117.12,Cash
505,505,505,25,Male,Sophomore,Biology,896.83,441.0,3161.92,449.06,277.99,153.58,233.28,87.48,23.33,287.71,185.65,111.78,Mobile Payment App
506,506,506,20,Male,Junior,Biology,717.84,576.9,4320.0,636.12,180.36,140.4,153.36,25.92,75.6,193.32,140.4,61.56,Credit/Debit Card
507,507,507,24,Male,Senior,Engineering,734.18,98.1,4136.22,619.74,331.65,116.82,182.16,21.78,74.25,137.61,84.15,64.35,Credit/Debit Card
508,508,508,25,Female,Junior,Psychology,1306.8,547.8,6448.09,676.39,285.56,147.62,317.02,114.95,73.81,198.44,130.68,78.65,Mobile Payment App
509,509,509,25,Male,Sophomore,Computer Science,1009.83,469.8,4481.89,390.74,358.67,65.12,157.46,103.03,23.33,137.05,43.74,84.56,Mobile Payment App
510,510,510,20,Female,Junior,Psychology,940.5,721.6,5286.49,1108.36,250.47,117.37,108.9,50.82,94.38,343.64,90.75,58.08,Mobile Payment App
511,511,511,24,Male,Senior,Economics,1527.77,410.4,7613.89,1252.25,338.48,77.22,139.0,148.01,28.31,149.29,81.08,216.22,Credit/Debit Card
512,512,512,19,Female,Freshman,Computer Science,1021.59,343.2,4664.35,1035.94,164.74,148.9,253.44,132.0,62.3,170.02,124.61,27.46,Cash
513,513,513,18,Female,Freshman,Psychology,891.79,980.1,4106.26,604.03,176.18,96.8,131.65,83.25,63.89,235.22,80.34,29.04,Cash
514,514,514,22,Male,Sophomore,Biology,439.99,432.9,5312.95,655.13,174.96,147.74,142.88,129.28,56.38,65.12,126.36,154.55,Mobile Payment App
515,515,515,25,Male,Freshman,Psychology,520.34,180.9,4683.89,680.33,113.26,137.02,113.26,112.46,76.03,134.64,81.58,23.76,Credit/Debit Card
516,516,516,18,Female,Senior,Biology,642.75,126.5,5360.78,1398.28,309.28,101.64,333.96,217.8,107.45,288.95,242.48,164.08,Credit/Debit Card
517,517,517,18,Male,Senior,Computer Science,1930.5,699.3,6327.29,917.14,354.02,216.22,205.52,133.06,78.41,201.96,48.71,122.36,Cash
518,518,518,22,Male,Junior,Psychology,814.05,699.3,5540.04,856.35,156.42,55.44,111.87,100.98,70.29,246.51,146.52,194.04,Credit/Debit Card
519,519,519,22,Female,Sophomore,Biology,699.34,704.0,6551.82,892.19,288.68,199.58,285.12,163.94,23.76,121.18,65.34,110.48,Credit/Debit Card
520,520,520,18,Male,Freshman,Biology,822.53,294.3,4478.11,710.21,101.95,158.98,180.58,23.33,43.2,183.17,76.9,111.46,Cash
521,521,521,21,Male,Sophomore,Economics,880.63,404.1,4088.8,750.79,355.91,132.68,315.9,90.56,48.44,57.92,67.39,128.47,Cash
522,522,522,18,Female,Freshman,Computer Science,1133.7,919.6,3502.75,547.01,332.64,103.49,86.59,146.78,99.26,137.28,153.12,159.46,Mobile Payment App
523,523,523,23,Female,Freshman,Engineering,1315.78,829.4,4769.6,443.52,327.36,94.16,195.36,91.52,27.28,143.44,102.08,160.16,Mobile Payment App
524,524,524,22,Female,Freshman,Biology,896.19,11.0,4465.82,936.67,177.41,208.03,141.5,147.84,63.36,249.22,100.32,143.62,Credit/Debit Card
525,525,525,22,Male,Junior,Psychology,712.8,165.6,4658.94,410.85,103.95,180.18,263.34,57.42,67.32,274.23,174.24,35.64,Credit/Debit Card
526,526,526,24,Male,Junior,Computer Science,1586.52,295.2,6110.64,973.08,398.52,168.48,306.72,123.12,82.08,156.6,128.52,110.16,Credit/Debit Card
